developer_id,date_key,total_tracked_minutes,deep_work_minutes,pure_flow_minutes,total_interruptions,ci_cd_interruptions,total_cognitive_tax_minutes,flow_efficiency_pct,cognitive_friction_score
143,20260217,510,310,242,2,2,29.689999999999998,89.07,24.74
143,20260218,510,181,105,4,1,80.28,56.67,66.9
143,20260219,510,345,298,0,0,0.0,100.0,0.0
143,20260220,510,270,174,5,1,82.55,67.82,68.79
143,20260223,510,235,208,3,2,43.53,82.69,36.28
143,20260224,510,300,261,7,2,101.18,72.06,84.32
143,20260225,510,270,226,3,1,41.5,84.49,34.58
143,20260226,510,348,265,6,3,84.85,75.75,70.71
143,20260227,510,373,253,3,1,54.38,82.31,45.32
143,20260302,510,435,365,5,2,90.61,80.11,75.51
143,20260303,510,205,163,3,1,41.22,79.82,34.35
143,20260304,510,373,344,6,2,101.36,77.24,84.47
143,20260305,510,361,318,7,3,122.52000000000001,72.19,100.0
143,20260306,510,155,60,2,0,33.36,64.27,27.8
143,20260309,510,373,281,6,2,100.78,73.6,83.98
143,20260310,510,434,386,6,1,107.19,78.27,89.32
143,20260311,510,355,273,3,1,58.97,82.24,49.14
143,20260312,510,365,280,5,3,92.12,75.24,76.77
143,20260313,510,380,327,4,3,60.96,84.29,50.8
143,20260316,510,350,350,4,1,76.89,81.99,64.08
143,20260317,510,291,186,5,0,90.27,67.33,75.22
143,20260318,510,315,209,3,0,40.72,83.69,33.93
143,20260319,510,382,358,2,0,23.27,93.9,19.39
143,20260320,510,455,391,5,0,78.28999999999999,83.32,65.24
143,20260323,510,312,218,5,1,57.41,79.15,47.84
143,20260324,510,435,342,6,3,84.52000000000001,80.18,70.43
143,20260325,510,445,428,5,1,90.34,82.57,75.28
143,20260326,510,450,378,5,1,78.94,82.72,65.78
143,20260327,510,380,287,5,2,71.58,80.04,59.65
143,20260330,510,395,305,5,1,74.29,80.41,61.91
143,20260331,510,292,205,3,2,34.68,85.53,28.9
144,20260101,510,425,366,3,1,49.66,88.05,41.38
144,20260102,510,355,296,4,0,71.67,80.51,59.73
144,20260105,510,345,298,3,2,40.95,87.92,34.12
144,20260106,510,310,277,3,1,60.94,81.97,50.78
144,20260107,510,325,234,5,3,81.14,74.25,67.62
144,20260108,510,325,299,6,3,106.64999999999999,73.71,88.88
144,20260109,510,223,187,3,2,50.51,78.73,42.09
144,20260112,510,255,197,4,3,66.17,74.86,55.14
144,20260113,510,193,105,3,1,68.75,60.43,57.29
144,20260114,510,385,276,5,2,92.53999999999999,74.89,77.12
144,20260115,510,380,316,3,1,41.019999999999996,88.51,34.18
144,20260116,510,370,310,2,1,21.78,93.44,18.15
144,20260119,510,357,266,5,3,69.09,79.38,57.58
144,20260120,510,410,377,5,0,78.02,82.85,65.02
144,20260121,510,228,133,5,2,70.42,65.38,58.68
144,20260122,510,282,216,5,1,70.47,75.4,58.72
144,20260123,510,395,328,1,0,16.3,95.27,13.58
144,20260126,510,368,234,3,2,42.84,84.53,35.7
144,20260127,510,266,232,3,1,47.400000000000006,83.04,39.5
144,20260128,510,385,314,8,4,141.18,68.98,100.0
144,20260129,510,325,296,0,0,0.0,100.0,0.0
144,20260130,510,335,335,6,2,92.12,78.43,76.77
144,20260202,510,315,277,7,5,77.63,78.11,64.69
144,20260203,510,227,198,1,0,24.94,88.81,20.78
144,20260204,510,218,172,1,1,19.59,89.78,16.32
144,20260205,510,355,308,8,6,142.69,68.34,100.0
144,20260206,510,361,250,4,2,62.04,80.12,51.7
144,20260209,510,333,256,6,3,91.39999999999999,73.69,76.17
144,20260210,510,305,218,8,3,129.41,62.75,100.0
144,20260211,510,352,340,3,2,43.24,88.72,36.03
144,20260212,510,385,370,4,2,51.949999999999996,87.69,43.29
144,20260213,510,355,355,4,1,96.5,78.63,80.42
144,20260216,510,395,342,3,3,39.33,89.69,32.78
144,20260217,510,325,297,2,1,28.22,91.32,23.52
144,20260218,510,270,171,4,0,60.150000000000006,73.98,50.13
144,20260219,510,342,273,7,2,116.49000000000001,70.09,97.08
144,20260220,510,385,316,7,3,106.8,74.74,89.0
144,20260223,510,330,265,7,5,114.58,69.81,95.48
144,20260224,510,390,271,5,2,77.27000000000001,77.81,64.39
144,20260225,510,335,277,5,1,76.1,78.45,63.42
144,20260226,510,326,254,4,1,68.66,78.72,57.22
144,20260227,510,347,275,5,4,86.19,76.14,71.82
144,20260302,510,200,145,4,0,70.69,67.23,58.91
144,20260303,510,355,324,2,1,25.310000000000002,92.75,21.09
144,20260304,510,360,285,4,0,81.5,77.76,67.92
144,20260305,510,375,292,5,1,101.14,74.27,84.28
144,20260306,510,297,249,4,1,59.33,80.76,49.44
144,20260309,510,390,372,5,3,81.81,81.97,68.18
144,20260310,510,320,258,6,3,91.96,73.72,76.63
144,20260311,510,425,329,3,3,47.03,87.49,39.19
144,20260312,510,399,289,7,2,115.06,71.52,95.88
144,20260313,510,380,318,7,3,120.75,72.48,100.0
144,20260316,510,425,328,8,1,129.18,71.74,100.0
144,20260317,510,375,332,3,2,52.57,86.33,43.81
144,20260318,510,340,265,5,1,88.58,74.95,73.82
144,20260319,510,395,328,3,2,32.07,91.09,26.72
144,20260320,510,274,240,3,3,50.04,82.75,41.7
144,20260323,510,108,96,3,2,35.94,72.76,29.95
144,20260324,510,360,253,4,1,51.769999999999996,83.01,43.14
144,20260325,510,325,242,2,0,24.56,90.79,20.47
144,20260326,510,303,222,5,1,90.56,71.03,75.47
144,20260327,510,265,215,4,2,62.3,77.53,51.92
144,20260330,510,365,294,4,2,61.730000000000004,82.65,51.44
144,20260331,510,365,272,4,3,47.41,85.16,39.51
145,20260101,510,350,249,6,2,106.38,70.07,88.65
145,20260102,510,282,262,1,1,11.66,95.74,9.72
145,20260105,510,394,351,7,2,105.75,76.85,88.12
145,20260106,510,328,218,8,2,118.72,64.74,98.93
145,20260107,510,352,193,5,1,69.87,73.42,58.22
145,20260108,510,446,315,7,1,112.69,73.65,93.91
145,20260109,510,325,181,6,4,84.94,68.06,70.78
145,20260112,510,435,423,4,2,61.45,87.32,51.21
145,20260113,510,190,187,3,1,54.58,77.41,45.48
145,20260114,510,385,286,6,1,89.69,76.13,74.74
145,20260115,510,375,275,4,1,77.42,78.03,64.52
145,20260116,510,395,254,6,0,96.84,72.4,80.7
145,20260119,510,290,169,2,1,28.450000000000003,85.59,23.71
145,20260120,510,325,257,7,2,106.35,70.73,88.62
145,20260121,510,416,360,5,2,61.92,85.32,51.6
145,20260122,510,370,330,5,3,74.55,81.57,62.12
145,20260123,510,260,154,2,1,31.83,82.87,26.52
145,20260126,510,207,173,4,2,57.5,75.05,47.92
145,20260127,510,280,218,4,2,58.379999999999995,78.88,48.65
145,20260128,510,368,342,3,1,41.16,89.26,34.3
145,20260129,510,291,165,5,2,77.26,68.11,64.38
145,20260130,510,260,214,5,1,84.75,71.63,70.62
145,20260202,510,315,211,6,2,125.55,62.69,100.0
145,20260203,510,261,180,4,1,51.04,77.91,42.53
145,20260204,510,320,284,2,0,42.980000000000004,86.86,35.82
145,20260205,510,415,322,5,3,68.22,82.52,56.85
145,20260206,510,455,372,6,2,80.71,82.17,67.26
145,20260209,510,395,379,3,1,41.019999999999996,90.23,34.18
145,20260210,510,375,298,6,3,85.4,77.73,71.17
145,20260211,510,300,225,4,2,62.2,78.34,51.83
145,20260212,510,386,281,7,4,128.29,68.66,100.0
145,20260213,510,310,276,0,0,0.0,100.0,0.0
145,20260216,510,386,362,4,1,58.3,86.13,48.58
145,20260217,510,342,255,7,1,96.81,72.48,80.68
145,20260218,510,424,262,5,3,101.05,72.17,84.21
145,20260219,510,385,321,4,1,48.2,86.94,40.17
145,20260220,510,375,294,6,5,89.6,76.64,74.67
145,20260223,510,400,319,5,2,80.66,79.82,67.22
145,20260224,510,340,266,3,0,43.94,85.82,36.62
145,20260225,510,340,244,5,3,82.28,74.78,68.57
145,20260226,510,355,271,6,1,100.24,73.0,83.53
145,20260227,510,380,252,7,3,134.84,65.14,100.0
145,20260302,510,365,312,7,3,101.21,75.51,84.34
145,20260303,510,329,299,4,2,63.58,82.46,52.98
145,20260304,510,297,176,5,2,60.720000000000006,74.35,50.6
145,20260305,510,365,335,3,2,42.17,88.82,35.14
145,20260306,510,360,257,8,5,140.34,64.68,100.0
145,20260309,510,225,131,4,0,76.03999999999999,63.27,63.37
145,20260310,510,335,277,3,3,53.38,83.84,44.48
145,20260311,510,455,443,7,3,113.27000000000001,79.64,94.39
145,20260312,510,325,295,3,2,49.09,85.73,40.91
145,20260313,510,275,192,3,1,35.54,84.38,29.62
145,20260316,510,413,313,5,1,83.17,79.01,69.31
145,20260317,510,450,429,5,1,96.50999999999999,81.63,80.42
145,20260318,510,390,214,5,4,89.4,70.53,74.5
145,20260319,510,410,334,3,2,45.66,87.97,38.05
145,20260320,510,360,302,4,3,68.27,81.56,56.89
145,20260323,510,381,287,7,1,129.97,68.83,100.0
145,20260324,510,394,379,1,1,16.36,95.86,13.63
145,20260325,510,335,224,7,3,96.57,69.88,80.47
145,20260326,510,270,196,4,2,70.41,73.57,58.68
145,20260327,510,305,199,5,2,90.73,68.68,75.61
145,20260330,510,405,362,5,1,76.49,82.56,63.74
145,20260331,510,335,247,1,1,12.71,95.11,10.59
146,20260101,510,338,338,5,2,84.36,80.03,70.3
146,20260102,510,410,311,4,1,59.55,83.93,49.62
146,20260105,510,435,367,4,0,72.72,83.46,60.6
146,20260106,510,256,227,4,1,71.65,76.01,59.71
146,20260107,510,395,363,4,1,58.25,86.17,48.54
146,20260108,510,385,373,4,1,105.43,77.96,87.86
146,20260109,510,360,306,4,1,94.24000000000001,76.45,78.53
146,20260112,510,411,328,11,3,166.1,66.38,100.0
146,20260113,510,365,261,7,2,131.55,66.49,100.0
146,20260114,510,390,337,5,1,80.44,80.73,67.03
146,20260115,510,360,281,4,0,72.15,79.57,60.13
146,20260116,510,380,366,5,3,72.49000000000001,83.47,60.41
146,20260119,510,335,266,4,3,68.21000000000001,79.59,56.84
146,20260120,510,320,217,3,2,56.41,79.37,47.01
146,20260121,510,425,374,5,1,79.55,82.46,66.29
146,20260122,510,365,309,5,3,72.56,80.98,60.47
146,20260123,510,390,323,5,2,67.24,82.77,56.03
146,20260126,510,395,336,8,3,152.19,68.83,100.0
146,20260127,510,375,294,5,1,92.66,76.04,77.22
146,20260128,510,245,186,3,2,44.05,80.85,36.71
146,20260129,510,335,318,2,1,23.85,93.02,19.88
146,20260130,510,425,402,2,1,29.96,93.06,24.97
146,20260202,510,290,213,6,3,86.83,71.04,72.36
146,20260203,510,425,347,2,1,36.8,90.41,30.67
146,20260204,510,340,280,6,1,99.47,73.79,82.89
146,20260205,510,290,227,5,1,55.18,80.45,45.98
146,20260206,510,275,179,7,4,119.28999999999999,60.01,99.41
146,20260209,510,334,291,3,3,49.21,85.54,41.01
146,20260210,510,425,312,5,1,78.83,79.83,65.69
146,20260211,510,320,229,8,6,112.14999999999999,67.13,93.46
146,20260212,510,395,349,4,1,66.14,84.07,55.12
146,20260213,510,465,357,8,5,117.1,75.3,97.58
146,20260216,510,250,163,3,2,47.35000000000001,77.49,39.46
146,20260217,510,322,215,4,2,70.2,75.39,58.5
146,20260218,510,295,283,3,0,58.72,82.82,48.93
146,20260219,510,336,283,2,0,39.99,87.62,33.32
146,20260220,510,367,348,6,3,80.82000000000001,81.15,67.35
146,20260223,510,290,268,2,0,40.870000000000005,86.77,34.06
146,20260224,510,323,301,5,1,64.5,82.35,53.75
146,20260225,510,345,275,3,2,44.44,86.09,37.03
146,20260226,510,410,366,3,1,47.260000000000005,88.56,39.38
146,20260227,510,290,208,2,0,36.39,85.11,30.33
146,20260302,510,350,286,5,2,78.98,78.36,65.82
146,20260303,510,160,106,4,0,71.62,59.68,59.68
146,20260304,510,291,179,5,2,94.16,65.53,78.47
146,20260305,510,350,300,5,4,75.58,79.88,62.98
146,20260306,510,390,288,7,2,134.6,68.15,100.0
146,20260309,510,365,286,5,2,81.05,77.92,67.54
146,20260310,510,360,348,6,3,85.8,80.22,71.5
146,20260311,510,319,275,2,1,34.07,88.98,28.39
146,20260312,510,235,184,4,4,61.22,75.03,51.02
146,20260313,510,190,174,4,3,53.07,76.63,44.22
146,20260316,510,464,425,4,0,66.19,86.52,55.16
146,20260317,510,350,287,5,3,77.59,78.72,64.66
146,20260318,510,330,266,3,2,49.19,84.39,40.99
146,20260319,510,330,253,4,2,70.56,78.19,58.8
146,20260320,510,360,289,5,1,84.37,77.4,70.31
146,20260323,510,315,231,4,2,69.05,76.99,57.54
146,20260324,510,450,336,8,3,119.32,73.79,99.43
146,20260325,510,290,249,4,3,61.7,80.14,51.42
146,20260326,510,300,227,5,1,90.17,71.57,75.14
146,20260327,510,350,264,2,1,30.979999999999997,89.5,25.82
146,20260330,510,315,252,4,1,81.28999999999999,75.61,67.74
146,20260331,510,385,336,7,4,94.88,77.98,79.07
147,20260101,510,361,306,2,1,35.82,89.52,29.85
147,20260102,510,375,269,2,0,34.400000000000006,88.66,28.67
147,20260105,510,420,364,4,3,67.85,84.29,56.54
147,20260106,510,320,269,3,0,59.82,81.81,49.85
147,20260107,510,264,184,6,1,136.79,57.36,100.0
147,20260108,510,405,390,4,0,76.51,83.6,63.76
147,20260109,510,402,312,4,0,78.21000000000001,79.96,65.18
147,20260112,510,300,176,4,3,65.97,72.74,54.97
147,20260113,510,310,205,8,1,148.93,57.92,100.0
147,20260114,510,237,156,4,4,60.16,72.17,50.13
147,20260115,510,343,256,10,2,160.6,61.45,100.0
147,20260116,510,376,318,5,1,75.24,80.87,62.7
147,20260119,510,339,234,3,1,52.620000000000005,81.64,43.85
147,20260120,510,345,319,2,1,28.1,91.9,23.42
147,20260121,510,265,253,2,2,26.689999999999998,90.46,22.24
147,20260122,510,260,167,3,3,44.57,78.93,37.14
147,20260123,510,230,143,4,1,55.4,72.08,46.17
147,20260126,510,373,320,2,0,27.0,92.22,22.5
147,20260127,510,220,137,4,2,51.82,72.56,43.18
147,20260128,510,295,269,5,4,73.58,78.52,61.32
147,20260129,510,378,303,3,2,47.56,86.43,39.63
147,20260130,510,315,267,5,4,96.16,73.52,80.13
147,20260202,510,295,261,3,1,56.980000000000004,82.08,47.48
147,20260203,510,350,237,6,3,92.75999999999999,71.87,77.3
147,20260204,510,315,234,5,3,86.96,72.91,72.47
147,20260205,510,365,320,8,4,148.53,68.3,100.0
147,20260206,510,350,299,7,4,110.97,72.93,92.48
147,20260209,510,360,269,7,1,111.61,70.68,93.01
147,20260210,510,370,335,5,2,90.95,78.65,75.79
147,20260211,510,338,316,3,0,50.03,86.33,41.69
147,20260212,510,290,232,6,5,90.59,71.92,75.49
147,20260213,510,332,287,7,5,103.78,73.44,86.48
147,20260216,510,348,262,5,2,80.5,76.5,67.08
147,20260217,510,315,252,5,0,86.46,74.45,72.05
147,20260218,510,245,200,3,2,58.620000000000005,77.33,48.85
147,20260219,510,320,259,3,2,61.69,80.76,51.41
147,20260220,510,395,303,7,4,121.13,71.44,100.0
147,20260223,510,465,382,5,3,79.3,82.81,66.08
147,20260224,510,255,181,2,2,23.77,88.39,19.81
147,20260225,510,385,303,4,1,76.09,79.93,63.41
147,20260226,510,345,329,3,2,50.38,86.72,41.98
147,20260227,510,405,316,3,0,62.769999999999996,83.43,52.31
147,20260302,510,250,209,3,2,54.790000000000006,79.23,45.66
147,20260303,510,270,216,3,1,44.17999999999999,83.02,36.82
147,20260304,510,409,303,6,4,74.37,80.29,61.98
147,20260305,510,365,230,4,1,71.89999999999999,76.18,59.92
147,20260306,510,355,276,5,3,74.44,78.76,62.03
147,20260309,510,322,266,2,1,34.25,88.59,28.54
147,20260310,510,228,176,3,1,47.68000000000001,78.68,39.73
147,20260311,510,426,393,7,4,128.1,75.42,100.0
147,20260312,510,353,318,3,1,51.370000000000005,86.09,42.81
147,20260313,510,323,269,4,1,69.14,79.55,57.62
147,20260316,510,265,222,4,1,48.349999999999994,82.12,40.29
147,20260317,510,403,350,5,3,71.46000000000001,83.04,59.55
147,20260318,510,300,188,7,4,122.09,60.63,100.0
147,20260319,510,470,455,5,4,88.43,83.73,73.69
147,20260320,510,316,239,3,0,45.91,83.89,38.26
147,20260323,510,220,141,6,0,77.1,64.65,64.25
147,20260324,510,390,375,3,0,55.57,87.09,46.31
147,20260325,510,312,186,5,2,85.98,68.39,71.65
147,20260326,510,350,275,7,5,107.67,71.86,89.72
147,20260327,510,425,363,6,3,103.65,77.79,86.38
147,20260330,510,345,207,3,2,49.1,80.83,40.92
147,20260331,510,339,271,3,1,51.72,83.97,43.1
148,20260101,510,355,343,4,2,85.38,80.07,71.15
148,20260102,510,345,261,4,2,78.09,76.97,65.08
148,20260105,510,285,265,2,1,30.1,89.8,25.08
148,20260106,510,440,348,6,2,88.97,79.64,74.14
148,20260107,510,270,258,4,1,58.120000000000005,81.61,48.43
148,20260108,510,340,251,5,1,112.2,69.11,93.5
148,20260109,510,395,294,5,1,95.33,75.51,79.44
148,20260112,510,365,293,7,2,84.45,77.63,70.38
148,20260113,510,255,221,3,1,61.980000000000004,78.1,51.65
148,20260114,510,347,287,4,2,48.58,85.52,40.48
148,20260115,510,455,428,7,2,103.57,80.52,86.31
148,20260116,510,295,262,3,1,56.64,82.22,47.2
148,20260119,510,405,385,4,3,59.91,86.53,49.92
148,20260120,510,280,198,5,3,79.69,71.3,66.41
148,20260121,510,317,272,7,1,102.72,72.59,85.6
148,20260122,510,350,304,5,2,73.31,80.57,61.09
148,20260123,510,430,361,4,2,71.28,83.51,59.4
148,20260126,510,315,243,5,3,88.75999999999999,73.25,73.97
148,20260127,510,401,377,3,1,35.27,91.44,29.39
148,20260128,510,375,333,3,1,37.339999999999996,89.92,31.12
148,20260129,510,409,373,2,1,19.86,94.94,16.55
148,20260130,510,410,309,6,2,106.33,74.4,88.61
148,20260202,510,362,312,3,2,57.8,84.37,48.17
148,20260203,510,438,338,6,3,99.4,77.27,82.83
148,20260204,510,420,319,5,3,75.48,80.87,62.9
148,20260205,510,145,125,1,1,15.58,88.92,12.98
148,20260206,510,295,278,5,2,92.87,74.96,77.39
148,20260209,510,240,173,6,4,96.65,64.16,80.54
148,20260210,510,329,272,3,1,40.08,87.16,33.4
148,20260211,510,335,249,6,4,93.21,72.76,77.68
148,20260212,510,390,340,2,1,21.37,94.09,17.81
148,20260213,510,358,252,5,2,82.37,75.37,68.64
148,20260216,510,380,347,6,1,112.9,75.45,94.08
148,20260217,510,330,252,5,3,86.63,74.42,72.19
148,20260218,510,365,288,5,1,98.42,74.53,82.02
148,20260219,510,420,344,5,1,55.94,86.01,46.62
148,20260220,510,375,321,7,2,114.58,73.69,95.48
148,20260223,510,332,272,6,3,110.97,71.02,92.48
148,20260224,510,196,143,2,2,30.32,82.51,25.27
148,20260225,510,248,176,4,4,60.38,74.46,50.32
148,20260226,510,315,267,3,2,51.96,83.71,43.3
148,20260227,510,225,179,4,1,73.02,71.03,60.85
148,20260302,510,366,323,3,2,63.05,83.67,52.54
148,20260303,510,370,370,3,2,52.07,87.66,43.39
148,20260304,510,265,229,4,3,66.7,77.44,55.58
148,20260305,510,350,252,5,1,97.17,72.17,80.97
148,20260306,510,260,182,3,0,60.03,75.2,50.02
148,20260309,510,365,266,5,2,74.76,78.06,62.3
148,20260310,510,280,236,7,3,119.93,66.31,99.94
148,20260311,510,395,247,9,1,138.9,64.01,100.0
148,20260312,510,370,336,4,2,68.36,83.09,56.97
148,20260313,510,240,197,1,0,20.29,90.66,16.91
148,20260316,510,195,175,1,0,15.42,91.9,12.85
148,20260317,510,345,311,3,0,45.96,87.12,38.3
148,20260318,510,405,350,3,1,46.39,88.3,38.66
148,20260319,510,350,314,4,2,60.45,83.86,50.38
148,20260320,510,249,179,2,1,30.18,85.57,25.15
148,20260323,510,410,369,6,4,82.92999999999999,81.65,69.11
148,20260324,510,192,159,4,1,65.49000000000001,70.83,54.58
148,20260325,510,396,381,4,3,67.71,84.91,56.42
148,20260326,510,385,303,2,1,32.44,90.33,27.03
148,20260327,510,405,378,5,3,83.17,81.97,69.31
148,20260330,510,420,368,2,2,36.16,91.05,30.13
148,20260331,510,465,364,7,5,103.6,77.84,86.33
149,20260101,510,295,174,7,3,90.43,65.8,75.36
149,20260102,510,380,325,5,3,80.02,80.24,66.68
149,20260105,510,330,279,1,0,16.87,94.3,14.06
149,20260106,510,345,263,4,3,71.8,78.55,59.83
149,20260107,510,338,282,2,0,36.71,88.48,30.59
149,20260108,510,373,309,4,3,59.349999999999994,83.89,49.46
149,20260109,510,378,359,4,0,61.56,85.36,51.3
149,20260112,510,385,259,9,5,147.91,63.65,100.0
149,20260113,510,380,367,3,2,51.61,87.67,43.01
149,20260114,510,315,264,5,2,82.0,76.3,68.33
149,20260115,510,390,377,6,5,91.97,80.39,76.64
149,20260116,510,290,230,4,1,85.47,72.91,71.22
149,20260119,510,155,135,4,2,57.75,70.04,48.12
149,20260120,510,325,260,8,4,117.30000000000001,68.91,97.75
149,20260121,510,310,232,3,2,48.370000000000005,82.75,40.31
149,20260122,510,390,326,6,2,94.69,77.49,78.91
149,20260123,510,191,176,3,1,58.67,75.0,48.89
149,20260126,510,385,299,5,2,75.92,79.75,63.27
149,20260127,510,268,194,3,3,44.73,81.26,37.28
149,20260128,510,277,215,6,1,105.69,67.04,88.08
149,20260129,510,320,220,7,4,96.83,69.44,80.69
149,20260130,510,290,262,2,0,25.47,91.14,21.22
149,20260202,510,366,305,3,2,44.07,87.38,36.72
149,20260203,510,315,296,5,1,77.44,79.26,64.53
149,20260204,510,470,426,4,1,57.69,88.07,48.08
149,20260205,510,338,248,5,1,82.67999999999999,75.0,68.9
149,20260206,510,220,148,3,2,41.82,77.97,34.85
149,20260209,510,441,330,9,3,161.9,67.09,100.0
149,20260210,510,320,281,3,1,39.660000000000004,87.63,33.05
149,20260211,510,305,203,4,1,72.46000000000001,73.69,60.38
149,20260212,510,346,334,3,1,51.010000000000005,86.75,42.51
149,20260213,510,320,256,7,4,106.35,70.65,88.62
149,20260216,510,249,167,4,2,54.129999999999995,75.52,45.11
149,20260217,510,330,215,6,2,108.75,66.41,90.62
149,20260218,510,290,226,8,2,144.01,61.08,100.0
149,20260219,510,430,372,5,2,70.71,84.03,58.92
149,20260220,510,360,288,2,0,26.799999999999997,91.49,22.33
149,20260223,510,372,335,3,2,43.66,88.47,36.38
149,20260224,510,405,301,7,3,120.19,71.46,100.0
149,20260225,510,317,270,4,2,76.50999999999999,77.92,63.76
149,20260226,510,220,165,3,0,62.260000000000005,72.6,51.88
149,20260227,510,395,353,2,1,38.769999999999996,90.1,32.31
149,20260302,510,417,295,12,3,187.91,61.09,100.0
149,20260303,510,311,258,2,1,27.89,90.24,23.24
149,20260304,510,455,342,5,2,71.48,82.71,59.57
149,20260305,510,355,278,6,4,109.22,71.79,91.02
149,20260306,510,242,126,3,2,43.9,74.16,36.58
149,20260309,510,290,236,3,1,36.96,86.46,30.8
149,20260310,510,405,315,6,1,91.94999999999999,77.41,76.62
149,20260311,510,310,254,5,3,91.38000000000001,73.54,76.15
149,20260312,510,330,192,8,4,114.49,62.64,95.41
149,20260313,510,370,324,4,1,67.71000000000001,82.71,56.42
149,20260316,510,335,320,2,0,36.94,89.65,30.78
149,20260317,510,385,335,7,3,107.4,75.72,89.5
149,20260318,510,266,221,5,3,81.78,72.99,68.15
149,20260319,510,311,224,5,4,90.93,71.13,75.78
149,20260320,510,284,210,6,2,99.1,67.94,82.58
149,20260323,510,316,252,2,1,30.53,89.19,25.44
149,20260324,510,410,394,6,2,126.73,75.66,100.0
149,20260325,510,330,297,2,1,28.34,91.29,23.62
149,20260326,510,255,203,3,2,49.29,80.46,41.08
149,20260327,510,320,241,4,0,81.33,74.77,67.77
149,20260330,510,284,238,3,1,39.31,85.82,32.76
149,20260331,510,335,297,1,1,21.75,93.18,18.12
150,20260101,510,484,442,7,2,132.61,76.92,100.0
150,20260102,510,205,163,3,2,54.050000000000004,75.1,45.04
150,20260105,510,345,184,8,5,123.65,59.81,100.0
150,20260106,510,210,190,1,1,17.13,91.73,14.27
150,20260107,510,315,207,8,2,138.95,59.84,100.0
150,20260108,510,340,285,3,1,59.78,82.66,49.82
150,20260109,510,385,350,3,3,48.57,87.81,40.48
150,20260112,510,265,230,4,0,57.01,80.14,47.51
150,20260113,510,350,248,3,0,68.33,78.4,56.94
150,20260114,510,360,329,7,2,125.96000000000001,72.31,100.0
150,20260115,510,250,154,5,2,82.68,65.07,68.9
150,20260116,510,275,245,2,2,31.59,88.58,26.32
150,20260119,510,350,302,6,3,94.05,76.25,78.38
150,20260120,510,270,191,2,0,33.76,84.98,28.13
150,20260121,510,410,338,4,2,82.98,80.29,69.15
150,20260122,510,331,260,5,2,83.92,75.6,69.93
150,20260123,510,207,127,5,2,80.55,61.19,67.12
150,20260126,510,305,211,3,0,57.54,78.57,47.95
150,20260127,510,345,266,5,2,80.27,76.82,66.89
150,20260128,510,255,179,6,3,112.52,61.4,93.77
150,20260129,510,300,259,4,0,68.75999999999999,79.02,57.3
150,20260130,510,350,286,5,3,67.10000000000001,81.0,55.92
150,20260202,510,290,246,5,4,75.37,76.55,62.81
150,20260203,510,355,331,3,0,55.629999999999995,85.61,46.36
150,20260204,510,305,264,5,2,94.25,73.69,78.54
150,20260205,510,350,324,1,0,11.73,96.51,9.78
150,20260206,510,335,301,4,2,70.47,81.03,58.72
150,20260209,510,325,283,4,1,54.82,83.77,45.68
150,20260210,510,344,268,4,1,74.37,78.28,61.98
150,20260211,510,440,334,6,2,113.02,74.72,94.18
150,20260212,510,385,355,5,3,72.58,83.03,60.48
150,20260213,510,275,219,5,2,70.54,75.64,58.78
150,20260216,510,333,281,4,2,73.7,79.22,61.42
150,20260217,510,400,322,8,2,111.56,74.27,92.97
150,20260218,510,210,156,5,4,68.28,69.56,56.9
150,20260219,510,258,172,4,4,60.43,74.0,50.36
150,20260220,510,350,283,4,3,66.35,81.01,55.29
150,20260223,510,230,206,3,2,53.35,79.43,44.46
150,20260224,510,380,353,2,1,37.989999999999995,90.28,31.66
150,20260225,510,325,270,4,2,60.5,81.69,50.42
150,20260226,510,450,402,4,2,73.09,84.62,60.91
150,20260227,510,290,247,3,1,38.4,86.55,32.0
150,20260302,510,280,254,3,3,56.84,81.71,47.37
150,20260303,510,365,271,5,1,94.43,74.16,78.69
150,20260304,510,315,272,6,1,123.55,68.77,100.0
150,20260305,510,340,308,8,4,124.67,71.19,100.0
150,20260306,510,308,264,4,0,73.36,78.25,61.13
150,20260309,510,335,245,6,1,83.5,74.58,69.58
150,20260310,510,411,351,4,0,46.28,88.35,38.57
150,20260311,510,270,246,3,0,51.78,82.61,43.15
150,20260312,510,410,320,4,1,68.97999999999999,82.27,57.48
150,20260313,510,345,295,6,2,109.00999999999999,73.02,90.84
150,20260316,510,305,215,4,2,66.87,76.28,55.72
150,20260317,510,435,389,6,3,99.50999999999999,79.63,82.92
150,20260318,510,360,297,4,1,63.69,82.34,53.08
150,20260319,510,290,263,3,2,48.400000000000006,84.46,40.33
150,20260320,510,420,331,8,5,134.74,71.07,100.0
150,20260323,510,227,133,5,1,75.99,63.64,63.32
150,20260324,510,435,347,4,2,68.53,83.51,57.11
150,20260325,510,360,266,7,4,107.6,71.2,89.67
150,20260326,510,345,219,4,1,75.89,74.26,63.24
150,20260327,510,260,161,5,2,77.50999999999999,67.5,64.59
150,20260330,510,227,200,6,3,94.66,67.87,78.88
150,20260331,510,435,375,4,1,50.29,88.18,41.91
151,20260101,510,345,312,3,1,36.230000000000004,89.6,30.19
151,20260102,510,437,388,5,1,66.71,85.33,55.59
151,20260105,510,410,323,4,1,76.31,80.89,63.59
151,20260106,510,365,299,2,1,32.57,90.18,27.14
151,20260107,510,380,368,4,1,68.19,84.37,56.82
