log_id,developer_id,date_key,timestamp_start,timestamp_end,activity_id,interruption_id,session_duration_minutes,in_flow_state,context_switch_flag,cognitive_recovery_minutes
1030558,149,20260119,2026-01-19 12:20:00,2026-01-19 13:20:00,3,0,60,False,0,0.0
1030559,149,20260119,2026-01-19 13:20:00,2026-01-19 13:45:00,3,0,25,False,0,0.0
1030560,149,20260119,2026-01-19 13:45:00,2026-01-19 14:15:00,4,0,30,False,0,0.0
1030561,149,20260119,2026-01-19 14:15:00,2026-01-19 14:55:00,1,0,40,True,0,0.0
1030562,149,20260119,2026-01-19 14:55:00,2026-01-19 15:55:00,4,0,60,False,0,0.0
1030563,149,20260119,2026-01-19 15:55:00,2026-01-19 16:52:00,1,1,57,True,1,12.76
1030564,149,20260119,2026-01-19 16:52:00,2026-01-19 17:28:00,2,7,36,True,1,16.18
1030565,149,20260119,2026-01-19 17:28:00,2026-01-19 17:30:00,1,7,2,True,1,14.47
1030566,150,20260119,2026-01-19 09:00:00,2026-01-19 09:15:00,5,0,15,False,0,0.0
1030567,150,20260119,2026-01-19 09:15:00,2026-01-19 09:40:00,3,0,25,False,0,0.0
1030568,150,20260119,2026-01-19 09:40:00,2026-01-19 10:19:00,2,0,39,True,0,0.0
1030569,150,20260119,2026-01-19 10:19:00,2026-01-19 11:18:00,2,3,59,True,1,13.2
1030570,150,20260119,2026-01-19 11:18:00,2026-01-19 11:33:00,3,0,15,False,0,0.0
1030571,150,20260119,2026-01-19 11:33:00,2026-01-19 12:18:00,4,0,45,False,0,0.0
1030572,150,20260119,2026-01-19 12:18:00,2026-01-19 12:38:00,2,1,20,False,1,15.15
1030573,150,20260119,2026-01-19 12:38:00,2026-01-19 12:50:00,1,2,12,False,1,16.19
1030574,150,20260119,2026-01-19 12:50:00,2026-01-19 13:35:00,5,0,45,False,0,0.0
1030575,150,20260119,2026-01-19 13:35:00,2026-01-19 14:14:00,1,0,39,True,0,0.0
1030576,150,20260119,2026-01-19 14:14:00,2026-01-19 14:39:00,2,0,25,True,0,0.0
1030577,150,20260119,2026-01-19 14:39:00,2026-01-19 14:55:00,1,1,16,False,1,13.89
1030578,150,20260119,2026-01-19 14:55:00,2026-01-19 15:10:00,5,0,15,False,0,0.0
1030579,150,20260119,2026-01-19 15:10:00,2026-01-19 15:43:00,1,1,33,True,1,22.38
1030580,150,20260119,2026-01-19 15:43:00,2026-01-19 16:57:00,1,3,74,True,1,13.24
1030581,150,20260119,2026-01-19 16:57:00,2026-01-19 17:30:00,1,0,33,True,0,0.0
1030582,151,20260119,2026-01-19 09:00:00,2026-01-19 10:00:00,3,0,60,False,0,0.0
1030583,151,20260119,2026-01-19 10:00:00,2026-01-19 10:45:00,3,0,45,False,0,0.0
1030584,151,20260119,2026-01-19 10:45:00,2026-01-19 11:14:00,1,0,29,True,0,0.0
1030585,151,20260119,2026-01-19 11:14:00,2026-01-19 11:29:00,3,0,15,False,0,0.0
1030586,151,20260119,2026-01-19 11:29:00,2026-01-19 12:15:00,1,4,46,True,1,21.28
1030587,151,20260119,2026-01-19 12:15:00,2026-01-19 13:00:00,6,0,45,False,0,0.0
1030588,151,20260119,2026-01-19 13:00:00,2026-01-19 14:00:00,5,0,60,False,0,0.0
1030589,151,20260119,2026-01-19 14:00:00,2026-01-19 15:08:00,1,0,68,True,0,0.0
1030590,151,20260119,2026-01-19 15:08:00,2026-01-19 15:24:00,1,0,16,False,0,0.0
1030591,151,20260119,2026-01-19 15:24:00,2026-01-19 15:49:00,3,0,25,False,0,0.0
1030592,151,20260119,2026-01-19 15:49:00,2026-01-19 16:19:00,3,0,30,False,0,0.0
1030593,151,20260119,2026-01-19 16:19:00,2026-01-19 17:08:00,2,0,49,True,0,0.0
1030594,151,20260119,2026-01-19 17:08:00,2026-01-19 17:30:00,1,0,22,False,0,0.0
1030595,152,20260119,2026-01-19 09:00:00,2026-01-19 09:50:00,1,0,50,True,0,0.0
1030596,152,20260119,2026-01-19 09:50:00,2026-01-19 10:51:00,1,1,61,True,1,15.62
1030597,152,20260119,2026-01-19 10:51:00,2026-01-19 11:22:00,1,1,31,True,1,13.19
1030598,152,20260119,2026-01-19 11:22:00,2026-01-19 11:47:00,3,0,25,False,0,0.0
1030599,152,20260119,2026-01-19 11:47:00,2026-01-19 12:32:00,6,0,45,False,0,0.0
1030600,152,20260119,2026-01-19 12:32:00,2026-01-19 13:20:00,1,1,48,True,1,17.78
1030601,152,20260119,2026-01-19 13:20:00,2026-01-19 13:50:00,3,0,30,False,0,0.0
1030602,152,20260119,2026-01-19 13:50:00,2026-01-19 14:03:00,1,0,13,False,0,0.0
1030603,152,20260119,2026-01-19 14:03:00,2026-01-19 14:33:00,3,0,30,False,0,0.0
1030604,152,20260119,2026-01-19 14:33:00,2026-01-19 16:23:00,1,0,110,True,0,0.0
1030605,152,20260119,2026-01-19 16:23:00,2026-01-19 17:23:00,3,0,60,False,0,0.0
1030606,152,20260119,2026-01-19 17:23:00,2026-01-19 17:30:00,1,1,7,True,1,18.24
1030607,153,20260119,2026-01-19 09:00:00,2026-01-19 10:00:00,5,0,60,False,0,0.0
1030608,153,20260119,2026-01-19 10:00:00,2026-01-19 10:30:00,3,0,30,False,0,0.0
1030609,153,20260119,2026-01-19 10:30:00,2026-01-19 11:39:00,2,7,69,True,1,11.09
1030610,153,20260119,2026-01-19 11:39:00,2026-01-19 12:04:00,4,0,25,False,0,0.0
1030611,153,20260119,2026-01-19 12:04:00,2026-01-19 12:19:00,5,0,15,False,0,0.0
1030612,153,20260119,2026-01-19 12:19:00,2026-01-19 12:34:00,4,0,15,False,0,0.0
1030613,153,20260119,2026-01-19 12:34:00,2026-01-19 13:00:00,1,2,26,True,1,18.66
1030614,153,20260119,2026-01-19 13:00:00,2026-01-19 13:15:00,6,0,15,False,0,0.0
1030615,153,20260119,2026-01-19 13:15:00,2026-01-19 13:40:00,6,0,25,False,0,0.0
1030616,153,20260119,2026-01-19 13:40:00,2026-01-19 14:10:00,5,0,30,False,0,0.0
1030617,153,20260119,2026-01-19 14:10:00,2026-01-19 14:47:00,1,0,37,True,0,0.0
1030618,153,20260119,2026-01-19 14:47:00,2026-01-19 15:05:00,2,0,18,False,0,0.0
1030619,153,20260119,2026-01-19 15:05:00,2026-01-19 15:24:00,1,0,19,False,0,0.0
1030620,153,20260119,2026-01-19 15:24:00,2026-01-19 16:07:00,2,0,43,True,0,0.0
1030621,153,20260119,2026-01-19 16:07:00,2026-01-19 16:32:00,4,0,25,False,0,0.0
1030622,153,20260119,2026-01-19 16:32:00,2026-01-19 16:45:00,1,0,13,False,0,0.0
1030623,153,20260119,2026-01-19 16:45:00,2026-01-19 17:10:00,4,0,25,False,0,0.0
1030624,153,20260119,2026-01-19 17:10:00,2026-01-19 17:30:00,1,0,20,True,0,0.0
1030625,154,20260119,2026-01-19 09:00:00,2026-01-19 09:25:00,1,0,25,True,0,0.0
1030626,154,20260119,2026-01-19 09:25:00,2026-01-19 10:02:00,1,0,37,True,0,0.0
1030627,154,20260119,2026-01-19 10:02:00,2026-01-19 11:14:00,1,2,72,True,1,19.58
1030628,154,20260119,2026-01-19 11:14:00,2026-01-19 12:23:00,1,0,69,True,0,0.0
1030629,154,20260119,2026-01-19 12:23:00,2026-01-19 12:42:00,1,3,19,False,1,9.01
1030630,154,20260119,2026-01-19 12:42:00,2026-01-19 12:56:00,2,0,14,False,0,0.0
1030631,154,20260119,2026-01-19 12:56:00,2026-01-19 13:08:00,1,0,12,False,0,0.0
1030632,154,20260119,2026-01-19 13:08:00,2026-01-19 13:35:00,2,1,27,True,1,18.54
1030633,154,20260119,2026-01-19 13:35:00,2026-01-19 13:50:00,6,0,15,False,0,0.0
1030634,154,20260119,2026-01-19 13:50:00,2026-01-19 14:30:00,2,0,40,True,0,0.0
1030635,154,20260119,2026-01-19 14:30:00,2026-01-19 15:07:00,1,0,37,True,0,0.0
1030636,154,20260119,2026-01-19 15:07:00,2026-01-19 16:07:00,2,7,60,True,1,17.47
1030637,154,20260119,2026-01-19 16:07:00,2026-01-19 16:37:00,1,0,30,True,0,0.0
1030638,154,20260119,2026-01-19 16:37:00,2026-01-19 16:49:00,2,4,12,False,1,25.72
1030639,154,20260119,2026-01-19 16:49:00,2026-01-19 17:14:00,4,0,25,False,0,0.0
1030640,154,20260119,2026-01-19 17:14:00,2026-01-19 17:30:00,6,0,16,False,0,0.0
1030641,155,20260119,2026-01-19 09:00:00,2026-01-19 09:21:00,1,0,21,False,0,0.0
1030642,155,20260119,2026-01-19 09:21:00,2026-01-19 09:41:00,1,0,20,False,0,0.0
1030643,155,20260119,2026-01-19 09:41:00,2026-01-19 10:15:00,1,0,34,True,0,0.0
1030644,155,20260119,2026-01-19 10:15:00,2026-01-19 10:40:00,4,0,25,False,0,0.0
1030645,155,20260119,2026-01-19 10:40:00,2026-01-19 11:10:00,3,0,30,False,0,0.0
1030646,155,20260119,2026-01-19 11:10:00,2026-01-19 11:37:00,1,1,27,True,1,15.87
1030647,155,20260119,2026-01-19 11:37:00,2026-01-19 12:08:00,1,7,31,True,1,14.01
1030648,155,20260119,2026-01-19 12:08:00,2026-01-19 12:30:00,1,0,22,False,0,0.0
1030649,155,20260119,2026-01-19 12:30:00,2026-01-19 13:10:00,1,7,40,True,1,14.23
1030650,155,20260119,2026-01-19 13:10:00,2026-01-19 14:08:00,1,7,58,True,1,17.98
1030651,155,20260119,2026-01-19 14:08:00,2026-01-19 15:08:00,5,0,60,False,0,0.0
1030652,155,20260119,2026-01-19 15:08:00,2026-01-19 15:36:00,1,1,28,True,1,16.22
1030653,155,20260119,2026-01-19 15:36:00,2026-01-19 16:03:00,2,0,27,True,0,0.0
1030654,155,20260119,2026-01-19 16:03:00,2026-01-19 16:49:00,1,0,46,True,0,0.0
1030655,155,20260119,2026-01-19 16:49:00,2026-01-19 17:30:00,2,0,41,True,0,0.0
1030656,156,20260119,2026-01-19 09:00:00,2026-01-19 09:15:00,6,0,15,False,0,0.0
1030657,156,20260119,2026-01-19 09:15:00,2026-01-19 09:36:00,2,0,21,False,0,0.0
1030658,156,20260119,2026-01-19 09:36:00,2026-01-19 09:59:00,1,3,23,False,1,10.28
1030659,156,20260119,2026-01-19 09:59:00,2026-01-19 10:29:00,4,0,30,False,0,0.0
1030660,156,20260119,2026-01-19 10:29:00,2026-01-19 10:53:00,2,0,24,False,0,0.0
1030661,156,20260119,2026-01-19 10:53:00,2026-01-19 11:08:00,6,0,15,False,0,0.0
1030662,156,20260119,2026-01-19 11:08:00,2026-01-19 12:16:00,1,0,68,True,0,0.0
1030663,156,20260119,2026-01-19 12:16:00,2026-01-19 12:31:00,3,0,15,False,0,0.0
1030664,156,20260119,2026-01-19 12:31:00,2026-01-19 13:04:00,2,0,33,True,0,0.0
1030665,156,20260119,2026-01-19 13:04:00,2026-01-19 14:18:00,1,7,74,True,1,16.22
1030666,156,20260119,2026-01-19 14:18:00,2026-01-19 14:43:00,6,0,25,False,0,0.0
1030667,156,20260119,2026-01-19 14:43:00,2026-01-19 14:55:00,1,0,12,False,0,0.0
1030668,156,20260119,2026-01-19 14:55:00,2026-01-19 15:15:00,1,5,20,False,1,27.08
1030669,156,20260119,2026-01-19 15:15:00,2026-01-19 15:53:00,1,0,38,True,0,0.0
1030670,156,20260119,2026-01-19 15:53:00,2026-01-19 16:58:00,1,0,65,True,0,0.0
1030671,156,20260119,2026-01-19 16:58:00,2026-01-19 17:30:00,4,0,32,False,0,0.0
1030672,157,20260119,2026-01-19 09:00:00,2026-01-19 09:16:00,1,0,16,False,0,0.0
1030673,157,20260119,2026-01-19 09:16:00,2026-01-19 09:41:00,6,0,25,False,0,0.0
1030674,157,20260119,2026-01-19 09:41:00,2026-01-19 10:25:00,2,0,44,True,0,0.0
1030675,157,20260119,2026-01-19 10:25:00,2026-01-19 12:05:00,2,0,100,True,0,0.0
1030676,157,20260119,2026-01-19 12:05:00,2026-01-19 12:35:00,2,0,30,True,0,0.0
1030677,157,20260119,2026-01-19 12:35:00,2026-01-19 14:11:00,2,0,96,True,0,0.0
1030678,157,20260119,2026-01-19 14:11:00,2026-01-19 14:56:00,5,0,45,False,0,0.0
1030679,157,20260119,2026-01-19 14:56:00,2026-01-19 15:22:00,1,0,26,True,0,0.0
1030680,157,20260119,2026-01-19 15:22:00,2026-01-19 15:47:00,6,0,25,False,0,0.0
1030681,157,20260119,2026-01-19 15:47:00,2026-01-19 16:13:00,1,0,26,True,0,0.0
1030682,157,20260119,2026-01-19 16:13:00,2026-01-19 16:35:00,1,0,22,False,0,0.0
1030683,157,20260119,2026-01-19 16:35:00,2026-01-19 17:03:00,1,0,28,True,0,0.0
1030684,157,20260119,2026-01-19 17:03:00,2026-01-19 17:30:00,3,0,27,False,0,0.0
1030685,158,20260119,2026-01-19 09:00:00,2026-01-19 09:25:00,6,0,25,False,0,0.0
1030686,158,20260119,2026-01-19 09:25:00,2026-01-19 09:40:00,3,0,15,False,0,0.0
1030687,158,20260119,2026-01-19 09:40:00,2026-01-19 09:52:00,2,0,12,False,0,0.0
1030688,158,20260119,2026-01-19 09:52:00,2026-01-19 10:49:00,2,0,57,True,0,0.0
1030689,158,20260119,2026-01-19 10:49:00,2026-01-19 11:49:00,6,0,60,False,0,0.0
1030690,158,20260119,2026-01-19 11:49:00,2026-01-19 12:04:00,5,0,15,False,0,0.0
1030691,158,20260119,2026-01-19 12:04:00,2026-01-19 12:47:00,1,0,43,True,0,0.0
1030692,158,20260119,2026-01-19 12:47:00,2026-01-19 12:59:00,1,1,12,False,1,14.81
1030693,158,20260119,2026-01-19 12:59:00,2026-01-19 13:22:00,1,0,23,False,0,0.0
1030694,158,20260119,2026-01-19 13:22:00,2026-01-19 13:51:00,1,2,29,True,1,19.13
1030695,158,20260119,2026-01-19 13:51:00,2026-01-19 15:02:00,2,0,71,True,0,0.0
1030696,158,20260119,2026-01-19 15:02:00,2026-01-19 15:27:00,5,0,25,False,0,0.0
1030697,158,20260119,2026-01-19 15:27:00,2026-01-19 16:13:00,2,0,46,True,0,0.0
1030698,158,20260119,2026-01-19 16:13:00,2026-01-19 16:43:00,5,0,30,False,0,0.0
1030699,158,20260119,2026-01-19 16:43:00,2026-01-19 17:28:00,5,0,45,False,0,0.0
1030700,158,20260119,2026-01-19 17:28:00,2026-01-19 17:30:00,1,0,2,False,0,0.0
1030701,159,20260119,2026-01-19 09:00:00,2026-01-19 09:45:00,5,0,45,False,0,0.0
1030702,159,20260119,2026-01-19 09:45:00,2026-01-19 10:30:00,3,0,45,False,0,0.0
1030703,159,20260119,2026-01-19 10:30:00,2026-01-19 11:13:00,1,0,43,True,0,0.0
1030704,159,20260119,2026-01-19 11:13:00,2026-01-19 11:25:00,1,0,12,False,0,0.0
1030705,159,20260119,2026-01-19 11:25:00,2026-01-19 11:55:00,4,0,30,False,0,0.0
1030706,159,20260119,2026-01-19 11:55:00,2026-01-19 12:44:00,2,2,49,True,1,10.41
1030707,159,20260119,2026-01-19 12:44:00,2026-01-19 13:43:00,1,0,59,True,0,0.0
1030708,159,20260119,2026-01-19 13:43:00,2026-01-19 14:19:00,1,7,36,True,1,19.4
1030709,159,20260119,2026-01-19 14:19:00,2026-01-19 14:44:00,3,0,25,False,0,0.0
1030710,159,20260119,2026-01-19 14:44:00,2026-01-19 14:56:00,1,6,12,False,1,10.31
1030711,159,20260119,2026-01-19 14:56:00,2026-01-19 15:32:00,2,1,36,True,1,17.31
1030712,159,20260119,2026-01-19 15:32:00,2026-01-19 16:41:00,2,0,69,True,0,0.0
1030713,159,20260119,2026-01-19 16:41:00,2026-01-19 16:56:00,5,0,15,False,0,0.0
1030714,159,20260119,2026-01-19 16:56:00,2026-01-19 17:11:00,5,0,15,False,0,0.0
1030715,159,20260119,2026-01-19 17:11:00,2026-01-19 17:30:00,1,0,19,False,0,0.0
1030716,160,20260119,2026-01-19 09:00:00,2026-01-19 09:17:00,1,0,17,False,0,0.0
1030717,160,20260119,2026-01-19 09:17:00,2026-01-19 09:29:00,1,5,12,False,1,25.63
1030718,160,20260119,2026-01-19 09:29:00,2026-01-19 09:42:00,1,0,13,False,0,0.0
1030719,160,20260119,2026-01-19 09:42:00,2026-01-19 09:59:00,2,0,17,False,0,0.0
1030720,160,20260119,2026-01-19 09:59:00,2026-01-19 10:29:00,4,0,30,False,0,0.0
1030721,160,20260119,2026-01-19 10:29:00,2026-01-19 11:15:00,1,0,46,True,0,0.0
1030722,160,20260119,2026-01-19 11:15:00,2026-01-19 11:56:00,1,2,41,True,1,19.46
1030723,160,20260119,2026-01-19 11:56:00,2026-01-19 12:17:00,1,1,21,False,1,13.52
1030724,160,20260119,2026-01-19 12:17:00,2026-01-19 12:32:00,3,0,15,False,0,0.0
1030725,160,20260119,2026-01-19 12:32:00,2026-01-19 13:24:00,1,2,52,True,1,17.15
1030726,160,20260119,2026-01-19 13:24:00,2026-01-19 14:06:00,1,0,42,True,0,0.0
1030727,160,20260119,2026-01-19 14:06:00,2026-01-19 14:51:00,4,0,45,False,0,0.0
1030728,160,20260119,2026-01-19 14:51:00,2026-01-19 15:03:00,1,1,12,False,1,14.67
1030729,160,20260119,2026-01-19 15:03:00,2026-01-19 15:28:00,1,0,25,True,0,0.0
1030730,160,20260119,2026-01-19 15:28:00,2026-01-19 16:00:00,2,0,32,True,0,0.0
1030731,160,20260119,2026-01-19 16:00:00,2026-01-19 16:42:00,1,1,42,True,1,17.81
1030732,160,20260119,2026-01-19 16:42:00,2026-01-19 16:54:00,1,2,12,False,1,15.44
1030733,160,20260119,2026-01-19 16:54:00,2026-01-19 17:09:00,5,0,15,False,0,0.0
1030734,160,20260119,2026-01-19 17:09:00,2026-01-19 17:30:00,1,0,21,False,0,0.0
1030735,161,20260119,2026-01-19 09:00:00,2026-01-19 09:23:00,2,0,23,False,0,0.0
1030736,161,20260119,2026-01-19 09:23:00,2026-01-19 09:41:00,1,0,18,False,0,0.0
1030737,161,20260119,2026-01-19 09:41:00,2026-01-19 10:26:00,5,0,45,False,0,0.0
1030738,161,20260119,2026-01-19 10:26:00,2026-01-19 10:51:00,3,0,25,False,0,0.0
1030739,161,20260119,2026-01-19 10:51:00,2026-01-19 11:08:00,1,0,17,False,0,0.0
1030740,161,20260119,2026-01-19 11:08:00,2026-01-19 11:23:00,3,0,15,False,0,0.0
1030741,161,20260119,2026-01-19 11:23:00,2026-01-19 12:04:00,1,3,41,True,1,6.39
1030742,161,20260119,2026-01-19 12:04:00,2026-01-19 13:00:00,1,1,56,True,1,21.26
1030743,161,20260119,2026-01-19 13:00:00,2026-01-19 13:27:00,2,7,27,True,1,14.26
1030744,161,20260119,2026-01-19 13:27:00,2026-01-19 14:10:00,1,0,43,True,0,0.0
1030745,161,20260119,2026-01-19 14:10:00,2026-01-19 14:35:00,5,0,25,False,0,0.0
1030746,161,20260119,2026-01-19 14:35:00,2026-01-19 15:07:00,1,0,32,True,0,0.0
1030747,161,20260119,2026-01-19 15:07:00,2026-01-19 15:44:00,1,1,37,True,1,20.09
1030748,161,20260119,2026-01-19 15:44:00,2026-01-19 16:15:00,1,1,31,True,1,20.99
1030749,161,20260119,2026-01-19 16:15:00,2026-01-19 16:40:00,4,0,25,False,0,0.0
1030750,161,20260119,2026-01-19 16:40:00,2026-01-19 17:05:00,3,0,25,False,0,0.0
1030751,161,20260119,2026-01-19 17:05:00,2026-01-19 17:30:00,4,0,25,False,0,0.0
1030752,162,20260119,2026-01-19 09:00:00,2026-01-19 09:25:00,5,0,25,False,0,0.0
1030753,162,20260119,2026-01-19 09:25:00,2026-01-19 09:38:00,2,0,13,False,0,0.0
1030754,162,20260119,2026-01-19 09:38:00,2026-01-19 09:53:00,6,0,15,False,0,0.0
1030755,162,20260119,2026-01-19 09:53:00,2026-01-19 10:36:00,1,4,43,True,1,28.26
1030756,162,20260119,2026-01-19 10:36:00,2026-01-19 11:04:00,1,0,28,True,0,0.0
1030757,162,20260119,2026-01-19 11:04:00,2026-01-19 12:03:00,1,0,59,True,0,0.0
1030758,162,20260119,2026-01-19 12:03:00,2026-01-19 12:38:00,1,0,35,True,0,0.0
1030759,162,20260119,2026-01-19 12:38:00,2026-01-19 13:13:00,1,1,35,True,1,15.59
1030760,162,20260119,2026-01-19 13:13:00,2026-01-19 13:42:00,1,1,29,True,1,12.44
1030761,162,20260119,2026-01-19 13:42:00,2026-01-19 13:56:00,1,0,14,False,0,0.0
1030762,162,20260119,2026-01-19 13:56:00,2026-01-19 14:46:00,2,1,50,True,1,17.34
1030763,162,20260119,2026-01-19 14:46:00,2026-01-19 14:58:00,2,0,12,False,0,0.0
1030764,162,20260119,2026-01-19 14:58:00,2026-01-19 15:23:00,5,0,25,False,0,0.0
1030765,162,20260119,2026-01-19 15:23:00,2026-01-19 15:35:00,2,5,12,False,1,24.57
1030766,162,20260119,2026-01-19 15:35:00,2026-01-19 16:35:00,5,0,60,False,0,0.0
1030767,162,20260119,2026-01-19 16:35:00,2026-01-19 16:50:00,5,0,15,False,0,0.0
1030768,162,20260119,2026-01-19 16:50:00,2026-01-19 17:29:00,2,0,39,True,0,0.0
1030769,162,20260119,2026-01-19 17:29:00,2026-01-19 17:30:00,2,0,1,True,0,0.0
1030770,163,20260119,2026-01-19 09:00:00,2026-01-19 09:22:00,1,0,22,False,0,0.0
1030771,163,20260119,2026-01-19 09:22:00,2026-01-19 10:07:00,4,0,45,False,0,0.0
1030772,163,20260119,2026-01-19 10:07:00,2026-01-19 10:32:00,4,0,25,False,0,0.0
1030773,163,20260119,2026-01-19 10:32:00,2026-01-19 10:57:00,3,0,25,False,0,0.0
1030774,163,20260119,2026-01-19 10:57:00,2026-01-19 12:00:00,1,1,63,True,1,19.42
1030775,163,20260119,2026-01-19 12:00:00,2026-01-19 12:57:00,2,0,57,True,0,0.0
1030776,163,20260119,2026-01-19 12:57:00,2026-01-19 13:09:00,1,0,12,False,0,0.0
1030777,163,20260119,2026-01-19 13:09:00,2026-01-19 14:03:00,1,0,54,True,0,0.0
1030778,163,20260119,2026-01-19 14:03:00,2026-01-19 14:18:00,6,0,15,False,0,0.0
1030779,163,20260119,2026-01-19 14:18:00,2026-01-19 15:02:00,1,4,44,True,1,27.85
1030780,163,20260119,2026-01-19 15:02:00,2026-01-19 16:02:00,6,0,60,False,0,0.0
1030781,163,20260119,2026-01-19 16:02:00,2026-01-19 17:08:00,1,3,66,True,1,7.16
1030782,163,20260119,2026-01-19 17:08:00,2026-01-19 17:23:00,6,0,15,False,0,0.0
1030783,163,20260119,2026-01-19 17:23:00,2026-01-19 17:30:00,1,0,7,True,0,0.0
1030784,164,20260119,2026-01-19 09:00:00,2026-01-19 09:25:00,3,0,25,False,0,0.0
1030785,164,20260119,2026-01-19 09:25:00,2026-01-19 10:15:00,2,0,50,True,0,0.0
1030786,164,20260119,2026-01-19 10:15:00,2026-01-19 10:40:00,2,1,25,True,1,19.21
1030787,164,20260119,2026-01-19 10:40:00,2026-01-19 10:55:00,3,0,15,False,0,0.0
1030788,164,20260119,2026-01-19 10:55:00,2026-01-19 11:39:00,1,0,44,True,0,0.0
1030789,164,20260119,2026-01-19 11:39:00,2026-01-19 12:34:00,1,0,55,True,0,0.0
1030790,164,20260119,2026-01-19 12:34:00,2026-01-19 13:13:00,1,0,39,True,0,0.0
1030791,164,20260119,2026-01-19 13:13:00,2026-01-19 14:21:00,2,0,68,True,0,0.0
1030792,164,20260119,2026-01-19 14:21:00,2026-01-19 14:45:00,2,2,24,False,1,16.52
1030793,164,20260119,2026-01-19 14:45:00,2026-01-19 15:10:00,4,0,25,False,0,0.0
1030794,164,20260119,2026-01-19 15:10:00,2026-01-19 15:25:00,2,3,15,False,1,15.58
1030795,164,20260119,2026-01-19 15:25:00,2026-01-19 15:42:00,2,3,17,False,1,12.15
1030796,164,20260119,2026-01-19 15:42:00,2026-01-19 16:27:00,4,0,45,False,0,0.0
1030797,164,20260119,2026-01-19 16:27:00,2026-01-19 16:52:00,6,0,25,False,0,0.0
1030798,164,20260119,2026-01-19 16:52:00,2026-01-19 17:07:00,4,0,15,False,0,0.0
1030799,164,20260119,2026-01-19 17:07:00,2026-01-19 17:30:00,2,2,23,True,1,17.5
1030800,165,20260119,2026-01-19 09:00:00,2026-01-19 09:21:00,1,1,21,False,1,15.62
1030801,165,20260119,2026-01-19 09:21:00,2026-01-19 09:36:00,1,0,15,False,0,0.0
1030802,165,20260119,2026-01-19 09:36:00,2026-01-19 10:01:00,5,0,25,False,0,0.0
1030803,165,20260119,2026-01-19 10:01:00,2026-01-19 10:23:00,1,0,22,False,0,0.0
1030804,165,20260119,2026-01-19 10:23:00,2026-01-19 10:48:00,1,1,25,True,1,13.52
1030805,165,20260119,2026-01-19 10:48:00,2026-01-19 11:27:00,1,2,39,True,1,15.63
1030806,165,20260119,2026-01-19 11:27:00,2026-01-19 11:39:00,1,0,12,False,0,0.0
1030807,165,20260119,2026-01-19 11:39:00,2026-01-19 12:02:00,1,0,23,False,0,0.0
1030808,165,20260119,2026-01-19 12:02:00,2026-01-19 12:27:00,6,0,25,False,0,0.0
1030809,165,20260119,2026-01-19 12:27:00,2026-01-19 12:39:00,1,0,12,False,0,0.0
1030810,165,20260119,2026-01-19 12:39:00,2026-01-19 13:28:00,1,1,49,True,1,16.54
1030811,165,20260119,2026-01-19 13:28:00,2026-01-19 13:58:00,3,0,30,False,0,0.0
1030812,165,20260119,2026-01-19 13:58:00,2026-01-19 14:13:00,5,0,15,False,0,0.0
1030813,165,20260119,2026-01-19 14:13:00,2026-01-19 14:28:00,6,0,15,False,0,0.0
1030814,165,20260119,2026-01-19 14:28:00,2026-01-19 14:48:00,1,0,20,False,0,0.0
1030815,165,20260119,2026-01-19 14:48:00,2026-01-19 15:36:00,2,0,48,True,0,0.0
1030816,165,20260119,2026-01-19 15:36:00,2026-01-19 16:01:00,5,0,25,False,0,0.0
1030817,165,20260119,2026-01-19 16:01:00,2026-01-19 16:16:00,4,0,15,False,0,0.0
1030818,165,20260119,2026-01-19 16:16:00,2026-01-19 16:46:00,3,0,30,False,0,0.0
1030819,165,20260119,2026-01-19 16:46:00,2026-01-19 17:21:00,2,1,35,True,1,14.5
1030820,165,20260119,2026-01-19 17:21:00,2026-01-19 17:30:00,1,1,9,True,1,20.52
1030821,166,20260119,2026-01-19 09:00:00,2026-01-19 09:26:00,1,1,26,True,1,15.64
1030822,166,20260119,2026-01-19 09:26:00,2026-01-19 09:38:00,1,0,12,False,0,0.0
1030823,166,20260119,2026-01-19 09:38:00,2026-01-19 09:58:00,2,0,20,False,0,0.0
1030824,166,20260119,2026-01-19 09:58:00,2026-01-19 10:35:00,1,0,37,True,0,0.0
1030825,166,20260119,2026-01-19 10:35:00,2026-01-19 11:00:00,4,0,25,False,0,0.0
1030826,166,20260119,2026-01-19 11:00:00,2026-01-19 11:38:00,2,2,38,True,1,16.96
1030827,166,20260119,2026-01-19 11:38:00,2026-01-19 11:53:00,3,0,15,False,0,0.0
1030828,166,20260119,2026-01-19 11:53:00,2026-01-19 12:18:00,4,0,25,False,0,0.0
1030829,166,20260119,2026-01-19 12:18:00,2026-01-19 12:56:00,1,2,38,True,1,17.46
1030830,166,20260119,2026-01-19 12:56:00,2026-01-19 13:11:00,6,0,15,False,0,0.0
1030831,166,20260119,2026-01-19 13:11:00,2026-01-19 13:37:00,1,2,26,True,1,14.52
1030832,166,20260119,2026-01-19 13:37:00,2026-01-19 13:52:00,5,0,15,False,0,0.0
1030833,166,20260119,2026-01-19 13:52:00,2026-01-19 14:33:00,1,1,41,True,1,9.09
1030834,166,20260119,2026-01-19 14:33:00,2026-01-19 15:08:00,1,0,35,True,0,0.0
1030835,166,20260119,2026-01-19 15:08:00,2026-01-19 15:30:00,1,1,22,False,1,13.35
